Key,Administration,Party,Department,Name,LastName,ServiceStart,ServiceEnd,DeptScandalFlag,ScandalFlag,ScandalDesc,EduDesc,Bachelors,Masters,MD,Law,Doctorate,MilitaryService,MilitaryDatesServed,MilitaryBranch,Gender,ForeignBorn,Minority,DiedOffice,SenateVotesFor,SenateVotesAgainst,NotesDiscrepancies
795,Clinton,Democrat,Secretary of Transportation,Federico F. Peña,Peña,1/21/1993,2/14/1997,,,,"University of Texas, Austin (BA, JD)",1,,,1,,,,,1,0,0,0,uc,uc,
796,Clinton,Democrat,Secretary of Transportation,Rodney Slater,Slater,2/14/1997,1/20/2001,,,,"Eastern Michigan University (BS); University of Arkansas, Fayetteville (JD)",1,,,1,,,,,1,0,1,0,98,0,
797,Clinton,Democrat,Secretary of Energy,Hazel R. O'Leary,O'Leary,1/22/1993,1/20/1997,,,,"Fisk University (BA); Rutgers University, Newark (JD)",1,,,1,,,,,0,0,1,0,uc,uc,
798,Clinton,Democrat,Secretary of Energy,Federico F. Peña,Peña,3/12/1997,6/30/1998,,,,"University of Texas, Austin (BA, JD)",1,,,1,,,,,1,0,1,0,99,1,
799,Clinton,Democrat,Secretary of Energy,Bill Richardson,Richardson,8/18/1998,1/20/2001,,,,"Tufts University (BA, MA)",1,1,,,,,,,1,0,1,0,vv,vv,
800,Clinton,Democrat,Secretary of Education,Richard W. Riley,Riley,1/21/1993,1/20/2001,,,,"Furman University (BA); University of South Carolina, Columbia (LLB)",1,,,1,,lt. (jg),1954-1956,Navy,1,0,0,0,uc,uc,
801,Clinton,Democrat,Secretary of Veterans' Affairs,Jesse Brown,Brown,1/22/1993,7/3/1997,,,,City Colleges of Chicago (grad.); Roosevelt University; Catholic University,1,,,,,cpl.,Vietnam War/1963-1966,Marines,1,0,1,0,uc,uc,"Listed college as Kennedy-King Jr. Coll. in Sobel et al., but contradicted by LA Times obituary, which was preferred"
802,Clinton,Democrat,Secretary of Veterans' Affairs,Togo D. West Jr.,West,5/4/1998,7/10/2000,,,,"Howard University (BS, JD)",1,,,1,,capt.,1969-1973,Army,1,0,1,0,vv,vv,Incorrectly listed as BA in Sobel et al.
803,Clinton,Democrat,Secretary of Veterans' Affairs,Hershel Gober,Gober,7/25/2000,1/20/2001,,,,Alaska Pacific University (BA),1,,,,,,,,1,0,0,0,acting,acting,
804,Clinton,Democrat,Director of the Office of Management and Budget,Jack Lew,Lew,5/21/1998,1/19/2001,,,,Harvard University (BA); Georgetown University (JD),1,,,1,,,,,1,0,0,0,nr,nr,
805,Clinton,Democrat,Director of the Office of Management and Budget,Franklin Raines,Raines,9/13/1996,5/21/1998,,,,"Harvard University (BA, JD); George Washington University",1,,,1,,,,,1,0,1,0,nr,nr,
806,Clinton,Democrat,Director of the Office of Management and Budget,Alice M. Rivlin,Rivlin,10/17/1994,4/26/1996,,,,"Bryn Mawr College (BA); Harvard University (MA, PHD)",1,1,,,1,,,,0,0,0,0,nr,nr,
807,Clinton,Democrat,Director of the Office of Management and Budget,Leon E. Panetta,Panetta,1/21/1993,10/1/1994,,,,"Santa Clara University (BA, LLB)",1,,,1,,1st lt.,1964-1966,Army,1,0,0,0,nr,nr,
808,Clinton,Democrat,Director of the Office of National Drug Control Policy,John Walters,Walters,1/20/1993,7/19/1993,,,,Michigan State University (BA); University of Toronto (MA),1,1,,,,,,,1,0,0,0,acting,acting,
809,Clinton,Democrat,Director of the Office of National Drug Control Policy,Lee Brown,Brown,7/19/1993,1/1/1996,,,,"California State University, Fresno (BS); San Jose State University (MA); University of California, Berkeley (MS, PHD)",1,2,,,1,,,,1,0,1,0,nr,nr,
810,Clinton,Democrat,Director of the Office of National Drug Control Policy,Barry McCaffrey,McCaffrey,2/29/1996,1/20/2001,,,,United States Military Academy (BS); American University (MA),1,1,,,,gen.,1964-1996,Army,1,0,0,0,nr,nr,
811,Clinton,Democrat,Director of Central Intelligence,John M. Deutch,Deutch,5/10/1995,12/15/1996,,,,"Amherst College (BS); Massachusetts Institute of Technology (MS, PHD)",1,1,,,1,,,,1,0,0,0,nr,nr,
812,Clinton,Democrat,Director of Central Intelligence,George J. Tenet,Tenet,12/16/1996,1/20/2001,,,,"State University of New York, Cortland; Georgetown University (BS); Columbia University (MIA)",1,1,,,,,,,1,0,0,0,nr,nr,
813,Clinton,Democrat,Director of the Federal Emergency Management Agency,James Lee Witt,Witt,4/5/1993,1/20/2001,,,,no college,,,,,,,,,1,0,0,0,nr,nr,
814,George W. Bush,Republican,President,George W. Bush,Bush,1/20/2001,1/20/2009,1,,Iraq War evidence,Yale University (BA); Harvard University (MBA),1,1,,,,1st lt.,1968-1974,Militia/National Guard,1,0,0,0,eo,eo,
815,George W. Bush,Republican,Vice President,Richard Cheney,Cheney,1/20/2001,1/20/2009,1,,"Felipe Sixto, Plame Affair, Karl Rove, Jack Abramoff Scandal","Yale University; University of Wyoming (BA, MA); University of Wisconsin, Madison",1,1,,,,,,,1,0,0,0,eo,eo,
816,George W. Bush,Republican,Secretary of State,Colin Powell,Powell,1/20/2001,1/26/2005,1,,Plame affair,City University of New York; City College (BS); George Washington University (MBA),1,1,,,,gen.,1958-1994,Army,1,0,1,0,vv,vv,
817,George W. Bush,Republican,Secretary of State,Condoleeza Rice,Rice,1/26/2005,1/20/2009,1,,Failed to adequately supervise private contractors,"University of Denver (BA, PHD); University of Notre Dame (MA)",1,1,,,1,,,,0,0,1,0,85,13,
818,George W. Bush,Republican,Secretary of the Treasury,Paul H. O'Neill,O'Neill,1/20/2001,12/31/2002,,,,"California State University-Fresno (BA); George Washington University; Claremont Graduate University; Indiana University, Bloomington (MA)",1,1,,,,,,,1,0,0,0,vv,vv,
819,George W. Bush,Republican,Secretary of the Treasury,John Snow,Snow,2/3/2003,6/28/2006,,,,Kenyon College; University of Toledo (BA); University of Virginia (PHD); George Washington University Law School (JD),1,,,1,1,,,,1,0,0,0,uc,uc,
820,George W. Bush,Republican,Secretary of the Treasury,Henry Paulson,Paulson,7/10/2006,1/20/2009,,,,Dartmouth College (BA); Harvard University (MBA),1,1,,,,,,,1,0,0,0,vv,vv,
821,George W. Bush,Republican,Secretary of Defense,Donald H. Rumsfeld,Rumsfeld,1/20/2001,12/18/2006,1,1,"Iraq War evidence, Yellowcake forgery, Coalition Provisional Authority Cash Payment Scandal, corruption",Princeton University (AB),1,,,,,lt. (jg),1954-1957,Navy,1,0,0,0,95,2,
822,George W. Bush,Republican,Secretary of Defense,Robert Gates,Gates,12/18/2006,1/20/2009,,,,"College of William and Mary (BA); Indiana University, Bloomington (MA); Georgetown University (PHD)",1,1,,,1,,,,1,0,0,0,95,2,
823,George W. Bush,Republican,Attorney General,John Ashcroft,Ashcroft,2/2/2001,2/3/2005,,,,Yale University (BA); University of Chicago (JD),1,,,1,,,,,1,0,0,0,58,42,
824,George W. Bush,Republican,Attorney General,Alberto Gonzales,Gonzales,2/3/2005,9/17/2007,1,1,Lawyergate,United States Air Force Academy; Rice University (BA); Harvard University (JD),1,,,1,,,,,1,0,1,0,60,36,
825,George W. Bush,Republican,Attorney General,Michael Mukasey,Mukasey,11/9/2007,1/20/2009,,,,Columbia University (BA); Yale University Law School (JD),1,,,1,,,,,1,0,0,0,53,40,
826,George W. Bush,Republican,Secretary of the Interior,Gale A. Norton,Norton,1/31/2001,3/31/2006,1,,Jack Abramoff Scandal,"University of Denver (BA, JD)",1,,,1,,,,,0,0,0,0,75,24,
827,George W. Bush,Republican,Secretary of the Interior,Dirk Kempthorne,Kempthorne,6/7/2006,1/20/2009,1,,Giving government documents to developers ,University of Idaho (BA),1,,,,,,,,1,0,0,0,vv,vv,
828,George W. Bush,Republican,Secretary of Agriculture,Ann Veneman,Veneman,1/20/2001,1/20/2005,,,,"University of California, Davis (BA); University of California, Berkeley (MPP); University of California, Hastings (JD)",1,1,,1,,,,,0,0,0,0,vv,vv,
829,George W. Bush,Republican,Secretary of Agriculture,Mike Johanns,Johanns,1/21/2005,9/20/2007,,,,"St. Mary's University, Minnesota (BA); Creighton University (JD)",1,,,1,,,,,1,0,0,0,vv,vv,
830,George W. Bush,Republican,Secretary of Agriculture,Edward Schafer,Schafer,1/28/2008,1/20/2009,,,,University of North Dakota (BA); University of Denver (MBA),1,1,,,,,,,1,0,0,0,vv,vv,
831,George W. Bush,Republican,Secretary of Commerce,Donald L. Evans,Evans,1/20/2001,2/7/2005,1,,Lavish spending and misuse of resources,"University of Texas, Austin (BS, MBA)",1,1,,,,,,,1,0,0,0,vv,vv,
832,George W. Bush,Republican,Secretary of Commerce,Carlos Gutierrez,Gutierrez,2/7/2005,1/20/2009,,,,"Monterrey Institute of Technology and Higher Education, Querétaro",,,,,,,,,1,1,1,0,vv,vv,
833,George W. Bush,Republican,Secretary of Labor,Elaine L. Chao,Chao,1/29/2001,1/20/2009,1,,Jack Abramoff Scandal,Mount Holyoke College (AB); Harvard University (MBA),1,1,,,,,,,0,1,1,0,vv,vv,
834,George W. Bush,Republican,Secretary of of Health and Human Services,Tommy G. Thompson,Thompson,2/2/2001,1/26/2005,1,,Withheld information from Congress,"University of Wisconsin, Madison (BS, JD)",1,,,1,,n.a.,ca. 1963-1966,Militia/National Guard,1,0,0,0,100,0,
835,George W. Bush,Republican,Secretary of of Health and Human Services,Michael Leavitt,Leavitt,1/26/2005,1/20/2009,,,,Southern Utah University (BA),1,,,,,,,,1,0,0,0,vv,vv,
836,George W. Bush,Republican,Secretary of Housing and Urban Development,Melquiades R. Martinez,Martinez,1/24/2001,12/13/2003,,,,"Orlando Junior College; Florida State University, Tallahassee (BA, JD)",1,,,1,,,,,1,1,1,0,100,0,
837,George W. Bush,Republican,Secretary of Housing and Urban Development,Alphonso Jackson,Jackson,3/31/2004,4/18/2008,1,1,"Cronyism and favoritism, lying to congress",Truman State University (BA); Washington University (JD),1,,,1,,,,,1,0,1,0,vv,vv,
838,George W. Bush,Republican,Secretary of Housing and Urban Development,Steven Preston,Preston,6/5/2008,1/20/2009,,,,Northwestern University (BA); University of Chicago (MBA),1,1,,,,,,,1,0,0,0,vv,vv,
839,George W. Bush,Democrat,Secretary of Transportation,Norman Y. Mineta,Mineta,1/25/2001,8/7/2006,,,,"University of California, Berkeley (BS)",1,,,,,maj.,1953-1956,Army,1,0,1,0,vv,vv,
840,George W. Bush,Republican,Secretary of Transportation,Mary Peters,Peters,10/17/2006,1/20/2009,,,,University of Phoenix (BA),1,,,,,,,,0,0,0,0,vv,vv,
841,George W. Bush,Republican,Secretary of Energy,Spencer Abraham,Abraham,1/20/2001,1/31/2005,,,,Michigan State University (BA); Harvard University Law School (JD),1,,,1,,,,,1,0,0,0,vv,vv,
842,George W. Bush,Republican,Secretary of Energy,Sam Bodman,Bodman,1/31/2005,1/20/2009,,,,Cornell University (BS); Massachusetts Institute of Technology (SCD),1,,,,1,,,,1,0,0,0,vv,vv,
843,George W. Bush,Republican,Secretary of Education,Roderick R. Paige,Paige,1/20/2001,1/20/2005,,,,"Jackson State University (grad.); Indiana University, Bloomington (MA, EDD)",1,1,,,1,,,,1,0,1,0,vv,vv,
844,George W. Bush,Republican,Secretary of Education,Margaret Spellings,Spellings,1/20/2005,1/20/2009,,,,University of Houston (BA),1,,,,,,,,0,0,0,0,vv,vv,
845,George W. Bush,Republican,Secretary of Veterans' Affairs,Anthony Principi,Principi,1/23/2001,1/26/2005,,,,United States Naval Academy (BS); Seton Hall University (JD),1,,,1,,cmdr.,1967-1984,Navy,1,0,0,0,100,0,
846,George W. Bush,Republican,Secretary of Veterans' Affairs,Jim Nicholson,Nicholson,1/26/2005,10/1/2007,,,,United States Military Academy (BS); Columbia University (MPP); University of Denver (JD),1,1,,1,,,,,1,0,0,0,vv,vv,
847,George W. Bush,Republican,Secretary of Veterans' Affairs,James Peake,Peake,12/20/2007,1/20/2009,1,,Walter Reed Army Medical Center neglect scandal,United States Military Academy (BS); Cornell University (MD),1,,1,,,,,,1,0,0,0,vv,vv,
848,George W. Bush,Republican,Secretary of Homeland Security,Tom Ridge,Ridge,1/24/2003,2/1/2005,1,,Employment of an illegal alien as a nanny,Harvard University (BA); Dickinson College Law School (JD),1,,,1,,,,,1,0,0,0,94,0,
849,George W. Bush,Republican,Secretary of Homeland Security,Michael Chertoff,Chertoff,2/15/2005,1/21/2009,1,,NSA warrantless surveillance ,Harvard University (AB); Harvard University Law School (JD),1,,,1,,,,,1,0,0,0,98,0,
850,George W. Bush,Republican,Director of the Office of Management and Budget,Jim Nussle,Nussle,9/4/2007,1/20/2009,,,,"Luther College, Iowa (BA); Drake University (JD)",1,,,1,,,,,1,0,0,0,nr,nr,
851,George W. Bush,Republican,Director of the Office of Management and Budget,Rob Portman,Portman,5/26/2006,6/19/2007,,,,"Dartmouth College (BA); University of Michigan, Ann Arbor (JD)",1,,,1,,,,,1,0,0,0,nr,nr,
852,George W. Bush,Republican,Director of the Office of Management and Budget,Joshua B. Bolten,Bolten,6/26/2003,4/15/2006,,,,Princeton University (BA); Stanford University (JD),1,,,1,,,,,1,0,0,0,nr,nr,
853,George W. Bush,Republican,Director of the Office of Management and Budget,Mitch Daniels,Daniels,1/23/2001,6/6/2003,,,,Princeton University (AB); Georgetown University (JD),1,,,1,,,,,1,0,0,0,nr,nr,
854,George W. Bush,Republican,Director of the Office of National Drug Control Policy,Ed Jurith,Jurith,1/20/2001,12/7/2001,,,,American University (BA); Brooklyn Law School (JD),1,,,1,,,,,1,0,0,0,nr,nr,
855,George W. Bush,Republican,Director of the Office of National Drug Control Policy,John Walters,Walters,12/7/2001,1/20/2009,,,,Michigan State University (BA); University of Toronto (MA),1,1,,,,,,,1,0,0,0,nr,nr,
856,George W. Bush,Republican,Director of Central Intelligence,George J. Tenet,Tenet,1/20/2001,7/11/2004,,,,"State University of New York, Cortland; Georgetown University (BS); Columbia University (MIA)",1,1,,,,,,,1,0,0,0,nr,nr,
857,George W. Bush,Republican,Director of Central Intelligence,John E. McLaughlin,McLaughlin,7/12/2004,9/24/2004,,,,Wittenberg University (BA); University of Pennsylvania; Johns Hopkins University (MA),1,1,,,,,,,1,0,0,0,nr,nr,
858,George W. Bush,Republican,Director of Central Intelligence,Porter J. Goss,Goss,9/24/2004,4/21/2005,,,,Yale University (BA),1,,,,,int. off.,1960–1972,Army,1,0,0,0,nr,nr,
859,George W. Bush,Republican,Director of the Federal Emergency Management Agency,John Magaw,Magaw,1/20/2001,2/15/2001,,,,Otterbein University (BS),1,,,,,,,,1,0,0,0,acting,acting,
860,George W. Bush,Republican,Director of the Federal Emergency Management Agency,Joe M. Allbaugh,Allbaugh,2/15/2001,4/15/2003,,,,"Oklahoma State University, Stillwater (BA)",1,,,,,,,,1,0,0,0,nr,nr,
861,Obama,Democrat,President,Barack Obama,Obama,1/20/2009,1/20/2017,,,,Occidental College; Columbia University (BA); Harvard University (JD),1,,,1,,,,,1,0,1,0,eo,eo,
862,Obama,Democrat,Vice President,Joe Biden,Biden,1/20/2009,1/20/2017,1,,"Terence Flynn leaking information, Martha N. Johnson lavish spending","University of Delaware, Newark (BA); Syracuse University (JD)",1,,,1,,,,,1,0,0,0,eo,eo,
863,Obama,Democrat,Secretary of State,Hillary Clinton,Clinton,1/21/2009,2/1/2013,,,,Wellesley College (BA); Yale University (JD),1,,,1,,,,,0,0,0,0,94,2,
864,Obama,Democrat,Secretary of State,John Kerry,Kerry,2/1/2013,1/20/2017,,,,Yale University (BA); Boston College (JD),1,,,1,,lt.,Vietnam War,Navy,1,0,0,0,94,3,
865,Obama,Democrat,Secretary of Treasury,Tim Geithner,Geithner,1/26/2009,1/25/2013,1,,2013 IRS scandal ,Dartmouth College (BA); Johns Hopkins University (MA),1,1,,,,,,,1,0,0,0,60,34,
866,Obama,Democrat,Secretary of Treasury,Jack Lew,Lew,2/28/2013,1/20/2017,,,,Harvard University (BA); Georgetown University (JD),1,,,1,,,,,1,0,0,0,71,26,
867,Obama,Republican,Secretary of Defense,Bob Gates,Gates,1/20/2009,6/30/2011,,,,"College of William and Mary (BA); Indiana University, Bloomington (MA); Georgetown University (PHD)",1,1,,,1,2d lt.,1967-1969,Air Force,1,0,0,0,pa,pa,
868,Obama,Democrat,Secretary of Defense,Leon Panetta,Panetta,7/1/2011,2/26/2013,,,,"Santa Clara University (BA, LLB)",1,,,1,,1st lt.,1964-1966,Army,1,0,0,0,100,0,
869,Obama,Democrat,Secretary of Defense,Chuck Hagel,Hagel,2/27/2013,2/17/2015,,,,"Brown College; University of Nebraska, Omaha (BA)",1,,,,,sgt.,Vietnam War,Army,1,0,0,0,58,41,
870,Obama,Democrat,Secretary of Defense,Ash Carter,Carter,2/17/2015,1/19/2017,,,,"Yale University (BA); Oxford University (MS, PHD)",1,1,,,1,,,,1,0,0,0,93,5,
871,Obama,Democrat,Attorney General,Eric Holder,Holder,2/3/2009,4/27/2015,,1,ATF gunwalking scandal,"Columbia University (BA, JD)",1,,,1,,,,,1,0,1,0,75,21,
872,Obama,Democrat,Attorney General,Loretta Lynch,Lynch,4/27/2015,1/20/2017,,,,"Harvard University (BA, JD)",1,,,1,,,,,0,0,1,0,56,43,
873,Obama,Democrat,Secretary of the Interior,Ken Salazar,Salazar,1/20/2009,4/12/2013,,,,"Colorado College (BA); University of Michigan, Ann Arbor (JD)",1,,,1,,,,,1,0,1,0,vv,vv,
874,Obama,Democrat,Secretary of the Interior,Sally Jewell,Jewell,4/12/2013,1/20/2017,,,,"University of Washington, Seattle (BS)",1,,,,,,,,0,1,0,0,87,11,
875,Obama,Democrat,Secretary of Agriculture,Tom Vilsack,Vilsack,1/20/2009,1/20/2017,,,,Hamilton College (BA); Albany Law School (JD),1,,,1,,,,,1,0,0,0,vv,vv,
876,Obama,Democrat,Secretary of Commerce,Gary Locke,Locke,3/26/2009,8/1/2011,,,,Yale University (BA); Boston University (JD),1,,,1,,,,,1,0,1,0,vv,vv,
877,Obama,Democrat,Secretary of Commerce,John Bryson,Bryson,10/21/2011,6/21/2012,,,,Stanford University; Yale University Law School,1,,,1,,,,,1,0,0,0,74,26,
878,Obama,Democrat,Secretary of Commerce,Penny Pritzker,Pritzker,6/26/2013,1/20/2017,,,,"Harvard University (BA); Stanford University (JD, MBA)",1,1,,1,,,,,0,0,0,0,97,1,
879,Obama,Democrat,Secretary of Labor,Hilda Solis,Solis,2/24/2009,1/22/2013,,,,California State Polytechnic University; Pomona (BA); University of Southern California (MPA),1,1,,,,,,,0,0,1,0,80,17,
880,Obama,Democrat,Secretary of Labor,Thomas Perez,Perez,7/23/2013,1/20/2017,,,,"Brown University (BA); Harvard University (MPP, JD)",1,1,,1,,,,,1,0,1,0,54,46,
881,Obama,Democrat,Secretary of Health and Human Services,Kathleen Sebelius,Sebelius,4/28/2009,6/9/2014,,,,"Trinity Washington University (BA); University of Kansas, Lawrence (MPA)",1,1,,,,,,,0,0,0,0,65,31,
882,Obama,Democrat,Secretary of Health and Human Services,Sylvia Burwell,Burwell,6/9/2014,1/20/2017,,,,Harvard University (BA); Oxford University (BA),2,,,,,,,,0,0,0,0,78,17,
883,Obama,Democrat,Secretary of Education,Arne Duncan,Duncan,1/21/2009,12/31/2015,,,,Harvard University (BA),1,,,,,,,,1,0,0,0,vv,vv,
884,Obama,Democrat,Secretary of Education,John King Jr.,King,1/1/2016,1/20/2017,,,,"Harvard University (BA); Columbia University (MED, EDD); Yale University (JD)",1,1,,1,,,,,1,0,1,0,49,40,
885,Obama,Democrat,Secretary of Housing and Urban Development,Shaun Donovan,Donovan,8/5/2014,1/20/2017,,,,"Harvard University (BA, MPA, MARCH)",1,2,,,,,,,1,0,0,0,vv,vv,
886,Obama,Democrat,Secretary of Housing and Urban Development,Julian Castro,Castro,7/28/2014,1/20/2017,,,,Stanford University (BA); Harvard University (JD),1,,,1,,,,,1,0,0,0,71,26,
887,Obama,Democrat,Secretary of Transportation,Ray LaHood,LaHood,1/23/2009,7/2/2013,,,,Spoon River College; Bradley University (BS),1,,,,,,,,1,0,0,0,vv,vv,
888,Obama,Democrat,Secretary of Transportation,Anthony Foxx,Foxx,7/2/2013,1/20/2017,,,,Davidson College (BA); New York University (JD),1,,,1,,,,,1,0,1,0,100,0,
